id,title,genres,averageRating,numVotes,releaseYear
tt1442462,"The Good Wife","Crime, Drama, Mystery",8.4,84763,2009
tt4189022,"Ash vs Evil Dead","Action, Comedy, Horror",8.4,81671,2015
tt0412253,"Veronica Mars","Crime, Drama, Mystery",8.4,79473,2004
tt1759761,Veep,Comedy,8.4,66550,2012
tt0262150,"Black Books",Comedy,8.4,62703,2000
tt5249462,Erased,"Animation, Crime, Drama",8.4,62522,2016
tt0995832,"Generation Kill","Drama, War",8.4,60769,2008
tt0925266,"Pushing Daisies","Comedy, Drama, Fantasy",8.4,60252,2007
tt2384811,Utopia,"Drama, Mystery, Sci-Fi",8.4,52569,2013
tt0103584,X-Men,"Action, Adventure, Animation",8.4,51422,1992
tt5743796,Warrior,"Action, Crime, Drama",8.4,47876,2019
tt0319969,Carnivàle,"Drama, Fantasy, Mystery",8.4,47584,2003
tt11247158,"The Legend of Vox Machina","Action, Adventure, Animation",8.4,46579,2022
tt1942683,"The Amazing World of Gumball","Adventure, Animation, Comedy",8.4,44514,2011
tt1227926,"Dr. Horrible's Sing-Along Blog","Comedy, Musical, Sci-Fi",8.4,44488,2008
tt1830379,"Top Boy","Crime, Drama, Thriller",8.4,42490,2011
tt0094582,"The Wonder Years","Comedy, Drama, Family",8.4,41705,1988
tt0056751,"Doctor Who","Adventure, Drama, Family",8.4,40258,1963
tt0458254,"The Colbert Report","Comedy, News, Talk-Show",8.4,39310,2005
tt7658402,"Harley Quinn","Action, Adventure, Animation",8.4,39260,2019
tt0094535,"Red Dwarf","Comedy, Sci-Fi",8.4,37872,1988
tt0472027,"John Adams","Biography, Drama, History",8.4,37663,2008
tt2578560,"Broad City",Comedy,8.4,36696,2014
tt0112175,"Spider-Man: The Animated Series","Action, Adventure, Animation",8.4,36681,1994
tt2543312,"Halt and Catch Fire",Drama,8.4,36200,2014
tt6439752,Snowfall,"Crime, Drama",8.4,35526,2017
tt0105946,"Babylon 5","Action, Adventure, Drama",8.4,35337,1993
tt0478942,"Life on Mars","Crime, Drama, Mystery",8.4,33410,2006
tt1883092,"Generation War","Action, Drama, History",8.4,33352,2013
tt7078180,"Violet Evergarden","Animation, Drama, Family",8.4,32224,2018
tt4192812,Unforgotten,"Crime, Drama, Mystery",8.4,32110,2015
tt13433812,Vincenzo,"Action, Comedy, Crime",8.4,31562,2021
tt4378376,"Babylon Berlin","Crime, Drama, Thriller",8.4,31096,2017
tt0826760,"The Killing","Crime, Drama, Mystery",8.4,30801,2007
tt14168162,"Bosch: Legacy","Crime, Drama",8.4,29931,2022
tt8594324,Ghosts,"Comedy, Fantasy",8.4,28608,2019
tt6905542,"The Dark Crystal: Age of Resistance","Adventure, Family, Fantasy",8.4,27757,2019
tt0086659,"'Allo 'Allo!","Comedy, History, War",8.4,27583,1982
tt6205862,"Inside Look: The People v. O.J. Simpson - American Crime Story","Documentary, Short",8.4,27434,2016
tt0074028,"The Muppet Show","Comedy, Family, Musical",8.4,26741,1976
tt0163503,"Top Gear",Documentary,8.4,25238,1978
tt0416394,"The Mighty Boosh","Comedy, Fantasy, Musical",8.4,24524,2003
tt0235923,"Invader ZIM","Action, Adventure, Animation",8.4,23012,2001
tt0098878,"Northern Exposure","Comedy, Drama",8.4,22801,1990
tt0108872,"My So-Called Life","Comedy, Drama, Romance",8.4,22389,1994
tt0083466,"Police Squad!","Comedy, Crime",8.4,21420,1982
tt0408381,"Doc Martin","Comedy, Drama, Romance",8.4,21022,2004
tt0976192,"The Spectacular Spider-Man","Action, Adventure, Animation",8.4,20359,2008
tt0118266,"The New Batman Adventures","Action, Adventure, Animation",8.4,19913,1997
tt1734135,"Trollhunters: Tales of Arcadia","Action, Adventure, Animation",8.4,19735,2016
tt8681148,"This Is Going to Hurt","Biography, Comedy, Drama",8.4,19291,2022
tt0066626,"All in the Family","Comedy, Drama",8.4,19286,1971
tt0075572,Roots,"Biography, Drama, History",8.4,19273,1977
tt2407574,"My Mad Fat Diary","Comedy, Drama, Romance",8.4,19249,2013
tt0053479,"The Andy Griffith Show","Comedy, Family",8.4,17645,1960
tt1553644,"The Ricky Gervais Show","Animation, Comedy, Talk-Show",8.4,17289,2010
tt9174582,Brassic,"Comedy, Drama",8.4,15038,2019
tt8888462,Pachinko,Drama,8.4,14960,2022
tt17921714,"A Small Light","Biography, Drama, History",8.4,13962,2023
tt0924651,"The Graham Norton Show","Comedy, Music, Talk-Show",8.4,13519,2007
tt0098833,"Jeeves and Wooster",Comedy,8.4,13347,1990
tt13409432,"Ranking of Kings","Action, Adventure, Animation",8.4,13130,2021
tt10183988,"Julie and the Phantoms","Adventure, Comedy, Drama",8.4,12715,2020
tt0184135,"The League of Gentlemen","Comedy, Horror",8.4,12550,1999
tt5514358,"Steins;Gate 0","Animation, Drama, Mystery",8.4,12272,2018
tt0054533,"The Dick Van Dyke Show","Comedy, Family",8.4,12258,1961
tt24640580,Moving,"Action, Adventure, Fantasy",8.4,12169,2023
tt4284216,Healer,"Action, Comedy, Crime",8.4,11904,2014
tt0437729,"The Late Late Show with Craig Ferguson","Comedy, Music, Talk-Show",8.4,11615,2005
tt1493239,Terriers,"Comedy, Crime, Drama",8.4,11421,2010
tt0096626,"The Kids in the Hall",Comedy,8.4,11278,1988
tt10324164,"Prehistoric Planet","Animation, Documentary, History",8.4,11118,2022
tt0112084,"Mr. Show with Bob and David",Comedy,8.4,10735,1995
tt6461346,Stranger,"Crime, Drama, Mystery",8.4,10723,2017
tt0092571,"Anne of Avonlea","Drama, Family, Romance",8.4,10446,1987
tt0105933,"The Adventures of Pete & Pete","Comedy, Drama, Family",8.4,10177,1992
tt8146754,"Infinity Train","Action, Adventure, Animation",8.4,10131,2019
tt0460649,"How I Met Your Mother","Comedy, Drama, Romance",8.3,747005,2005
tt0411008,Lost,"Adventure, Drama, Fantasy",8.3,621062,2004
tt0455275,"Prison Break","Action, Crime, Drama",8.3,606131,2005
tt11198330,"House of the Dragon","Action, Adventure, Drama",8.3,455750,2022
tt1796960,Homeland,"Crime, Drama, Mystery",8.3,365868,2011
tt8772296,Euphoria,Drama,8.3,259619,2019
tt0904208,Californication,"Comedy, Drama",8.3,190442,2007
tt3006802,Outlander,"Adventure, Drama, Fantasy",8.3,184664,2014
tt11737520,"One Piece","Action, Adventure, Comedy",8.3,164385,2023
tt0118276,"Buffy the Vampire Slayer","Action, Adventure, Drama",8.3,163796,1997
tt3647998,Taboo,"Drama, Mystery, Thriller",8.3,153040,2017
tt2632424,"The Originals","Drama, Fantasy, Horror",8.3,151943,2013
tt13146488,Peacemaker,"Action, Adventure, Comedy",8.3,142434,2022
tt1695360,"The Legend of Korra","Action, Adventure, Animation",8.3,142215,2012
tt0374463,"The Pacific","Action, Adventure, Drama",8.3,135114,2010
tt0496424,"30 Rock",Comedy,8.3,133930,2006
tt5348176,Barry,"Action, Comedy, Crime",8.3,128496,2018
tt1637727,"The Killing","Crime, Drama, Mystery",8.3,126890,2011
tt7909970,Unbelievable,"Crime, Drama",8.3,125002,2019
tt2234222,"Orphan Black","Drama, Sci-Fi, Thriller",8.3,119141,2013
tt2699128,"The Leftovers","Drama, Fantasy, Mystery",8.3,117417,2014
tt4270492,Billions,Drama,8.3,112128,2016
tt11337908,Maid,Drama,8.3,107050,2021
tt8714904,"Narcos: Mexico","Crime, Drama",8.3,95688,2018
tt2249007,"Ray Donovan","Crime, Drama",8.3,95377,2013
tt12590266,"Cyberpunk: Edgerunners","Action, Adventure, Animation",8.3,92238,2022
tt6517102,Castlevania,"Action, Adventure, Animation",8.3,84792,2017
tt13616990,"Chainsaw Man","Animation, Thriller",8.3,66154,2022
tt12327578,"Star Trek: Strange New Worlds","Action, Adventure, Sci-Fi",8.3,62213,2022
tt0445114,Extras,"Comedy, Drama",8.3,61314,2005
tt1344204,"Blue Mountain State","Comedy, Sport",8.3,60177,2010
tt18335752,1923,"Drama, Western",8.3,60042,2022
tt6611916,Kingdom,"Action, Drama, Horror",8.3,57119,2019
tt1699748,"Hell on Wheels","Drama, Western",8.3,56839,2011
tt0383126,MythBusters,"Documentary, Mystery, Reality-TV",8.3,55425,2003
tt0220880,"Courage the Cowardly Dog","Adventure, Animation, Comedy",8.3,52950,1999
tt3358020,"Parasyte: The Maxim","Action, Animation, Drama",8.3,52807,2014
tt15477488,Farzi,"Crime, Drama, Thriller",8.3,48901,2023
tt0115147,"The Daily Show","Comedy, News, Talk-Show",8.3,48578,1996
tt3655448,"The Young Pope",Drama,8.3,48458,2016
tt1598754,"24: Live Another Day","Action, Crime, Drama",8.3,47113,2014
tt13706018,"Spy x Family","Action, Animation, Comedy",8.3,45104,2022
tt1466074,Columbo,"Crime, Drama, Mystery",8.3,43834,1971
tt1836037,Longmire,"Action, Crime, Drama",8.3,41195,2012
tt15469618,"Bad Sisters","Comedy, Drama, Thriller",8.3,41147,2022
tt0187636,Farscape,"Action, Adventure, Drama",8.3,41131,1999
tt4565380,Fauda,"Action, Drama, Thriller",8.3,39607,2015
tt4644488,"Dragon Ball Super","Action, Adventure, Animation",8.3,38528,2015
tt1416765,Parenthood,"Comedy, Drama",8.3,38130,2010
tt3636060,Poldark,"Drama, Romance",8.3,37105,2015
tt4057372,Sugarland,"Animation, Comedy, Family",8.3,35984,2019
tt0874936,Life,"Crime, Drama, Mystery",8.3,35679,2007
tt1702042,"An Idiot Abroad","Adventure, Comedy, Documentary",8.3,34769,2010
tt8694364,"Years and Years","Drama, Sci-Fi",8.3,34161,2019
tt5853176,"The Good Fight","Crime, Drama",8.3,33483,2017
tt9054904,"Why Women Kill","Comedy, Crime, Drama",8.3,33317,2019
tt21209876,"Solo Leveling","Action, Adventure, Animation",8.3,32983,2024
tt10244600,"Winning Time: The Rise of the Lakers Dynasty","Biography, Drama, Sport",8.3,30073,2022
tt8809646,"College Romance","Comedy, Drama, Romance",8.3,29016,2018
tt8688814,"The Dragon Prince","Action, Adventure, Animation",8.3,29012,2018
tt0381798,"Rescue Me","Comedy, Drama",8.3,28397,2004
tt2183404,Rectify,Drama,8.3,28013,2013
tt1984119,Feud,"Biography, Drama",8.3,27823,2017
tt2396135,Shetland,"Crime, Drama, Mystery",8.3,27566,2013
tt3012698,"Olive Kitteridge",Drama,8.3,27032,2014
tt1981558,"Key and Peele",Comedy,8.3,26887,2012
tt13623580,"Reservation Dogs","Comedy, Crime",8.3,25808,2021
tt1409055,"Dragon Ball Z Kai","Action, Adventure, Animation",8.3,25612,2009
tt0485842,"Studio 60 on the Sunset Strip","Comedy, Drama",8.3,25445,2006
tt13293588,"Mushoku Tensei: Jobless Reincarnation","Action, Adventure, Animation",8.3,25069,2021
tt0780362,"Jane Eyre","Drama, Romance",8.3,22767,2006
tt14518756,"Hometown Cha-Cha-Cha","Comedy, Drama, Romance",8.3,22668,2021
tt14192814,Kursadzije,"Comedy, Drama, Horror",8.3,22326,2006
tt0948103,"Gurren Lagann","Action, Adventure, Animation",8.3,22301,2007
tt14674086,"Welcome to Wrexham","Documentary, Sport",8.3,22289,2022
tt8679236,"Who Is America?",Comedy,8.3,20761,2018
tt6478318,Masum,"Crime, Drama, Mystery",8.3,20704,2017
tt7765404,Wayne,"Action, Comedy",8.3,20473,2019
tt0179552,"The Adventures of Tintin","Action, Adventure, Animation",8.3,19596,1991
tt11775988,"Operation MBBS","Comedy, Drama",8.3,19422,2020
tt0160904,MI-5,"Action, Crime, Drama",8.3,19050,2002
tt0835434,"In Treatment",Drama,8.3,18619,2008
tt0839188,Metalocalypse,"Animation, Comedy, Music",8.3,18466,2006
tt11070216,"Dirin Dirin","Animation, Comedy",8.3,18406,2015
tt13899566,"Special Ops 1.5: The Himmat Story","Action, Crime, Drama",8.3,17936,2021
tt0088491,"The Bugs Bunny/Looney Tunes Comedy Hour","Animation, Comedy, Family",8.3,17882,1985
tt4277922,"Call My Agent!","Comedy, Drama",8.3,17364,2015
tt7222086,"Made in Abyss","Action, Adventure, Animation",8.3,16854,2017
tt1626038,"The Avengers: Earth's Mightiest Heroes","Action, Adventure, Animation",8.3,16788,2010
tt1279972,Treme,"Drama, Music",8.3,16223,2010
tt1685471,"This Is England '86","Comedy, Crime, Drama",8.3,14847,2010
tt0103376,Bottom,Comedy,8.3,14532,1991
tt6157148,"Weightlifting Fairy Kim Bok-Joo","Comedy, Romance",8.3,14073,2016
tt10975574,Julia,"Biography, Drama",8.3,13689,2022
tt21975436,"Kaiju No. 8","Action, Adventure, Animation",8.3,13585,2024
tt0361256,Wonderfalls,"Comedy, Drama, Fantasy",8.3,13263,2004
tt0423661,"Green Wing","Comedy, Drama",8.3,13006,2004
tt5531466,DuckTales,"Action, Adventure, Animation",8.3,12807,2017
tt0050051,"Perry Mason","Crime, Drama, Mystery",8.3,12398,1957
tt9113406,"Wu-Tang: An American Saga","Biography, Drama, Music",8.3,12205,2019
tt6354518,"The Disastrous Life of Saiki K.","Animation, Comedy, Fantasy",8.3,12076,2016
tt0337898,"Law of the Lawless","Action, Crime, Drama",8.3,11934,2002
tt8893550,"Car Masters: Rust to Riches",Reality-TV,8.3,11866,2018
tt2126154,"This Is England '88","Comedy, Crime, Drama",8.3,11824,2011
tt2006421,"Gran Hotel","Crime, Drama, History",8.3,11485,2011
tt0974077,Cranford,Drama,8.3,10927,2007
tt0442632,"Bleak House","Crime, Drama",8.3,10896,2005
tt0362192,"State of Play","Crime, Drama, Mystery",8.3,10756,2003
tt6256484,"While You Were Sleeping","Comedy, Drama, Fantasy",8.3,10753,2017
tt21030032,"Oshi No Ko","Animation, Drama, Fantasy",8.3,10712,2023
tt20449048,"Feels Like Home",Comedy,8.3,10568,2022
tt1634549,Millennium,"Action, Crime, Mystery",8.3,10567,2010
tt0065314,"The Mary Tyler Moore Show",Comedy,8.3,10492,1970
tt12063450,"To Your Eternity","Adventure, Animation, Drama",8.3,10385,2021
tt0101049,"A Bit of Fry and Laurie",Comedy,8.3,10039,1987
tt6468322,"Money Heist","Action, Crime, Drama",8.2,553350,2017
tt9140554,Loki,"Action, Adventure, Fantasy",8.2,429411,2021
tt7767422,"Sex Education","Comedy, Drama, Romance",8.2,367075,2019
tt1196946,"The Mentalist","Crime, Drama, Mystery",8.2,207299,2008
tt4955642,"The Good Place","Comedy, Drama, Fantasy",8.2,199287,2016
tt2431438,Sense8,"Drama, Mystery, Sci-Fi",8.2,165795,2015
tt0238784,"Gilmore Girls","Comedy, Drama",8.2,155849,2000
tt0934814,Chuck,"Action, Comedy, Drama",8.2,149332,2007
tt0212671,"Malcolm in the Middle","Comedy, Family",8.2,146201,2000
tt1358522,"White Collar","Comedy, Crime, Drama",8.2,146189,2009
tt7049682,Watchmen,"Crime, Drama, Mystery",8.2,138341,2019
tt7203552,"The Morning Show",Drama,8.2,135859,2019
tt2628232,"Penny Dreadful","Drama, Fantasy, Horror",8.2,133891,2014
tt2375692,"Black Sails","Action, Adventure, Drama",8.2,118707,2014
tt0206512,"SpongeBob SquarePants","Animation, Comedy, Family",8.2,115832,1999
tt1548850,Misfits,"Comedy, Drama, Fantasy",8.2,109262,2009
tt6315640,Atypical,"Comedy, Drama",8.2,106984,2017
tt0106004,Frasier,Comedy,8.2,97977,1993
tt1561755,"Bob's Burgers","Animation, Comedy",8.2,95646,2011
tt5875444,"Slow Horses","Drama, Thriller",8.2,95335,2022
tt0840196,Skins,Drama,8.2,95313,2007
tt5626028,"My Hero Academia","Action, Adventure, Animation",8.2,86575,2016
tt5516154,Godless,"Action, Drama, Western",8.2,82143,2017
tt4635276,"Master of None","Comedy, Drama",8.2,77048,2015
tt0434665,Bleach,"Action, Adventure, Animation",8.2,76265,2004
tt0866442,"Eastbound & Down","Comedy, Drama, Sport",8.2,65658,2009
tt3487382,Forever,"Crime, Drama, Fantasy",8.2,63610,2014
tt3609352,"Grace and Frankie",Comedy,8.2,58529,2015
tt11712058,"Mayor of Kingstown","Crime, Drama, Thriller",8.2,56831,2021
tt1480684,"The League","Comedy, Sport",8.2,52818,2009
tt8788458,"The Promised Neverland","Adventure, Animation, Drama",8.2,50186,2019
tt6317068,"Final Space","Action, Adventure, Animation",8.2,49284,2018
tt0088526,"The Golden Girls","Comedy, Drama",8.2,49004,1985
tt22074164,"Jury Duty",Comedy,8.2,48875,2023
tt11815682,Hacks,"Comedy, Drama",8.2,46753,2021
tt14664414,"Young Royals","Drama, Romance",8.2,46300,2021
tt5574490,"Animal Kingdom","Crime, Drama",8.2,45140,2016
tt7255502,"The Kominsky Method","Comedy, Drama",8.2,45004,2018
tt13911628,"Lessons in Chemistry",Drama,8.2,44843,2023
tt3061046,"Steven Universe","Action, Adventure, Animation",8.2,41585,2013
tt14218830,"Abbott Elementary",Comedy,8.2,39210,2021
tt7441658,"Black Clover","Action, Adventure, Animation",8.2,38688,2017
tt1073507,"Party Down","Comedy, Drama",8.2,37772,2009
tt0096684,"Quantum Leap","Action, Adventure, Drama",8.2,37321,1989
tt5137338,Victoria,"Biography, Drama, History",8.2,31871,2016
tt3877200,"The Missing","Crime, Drama, Mystery",8.2,31016,2014
tt13138834,Time,"Crime, Drama",8.2,28729,2021
tt0495212,"Hellsing Ultimate","Action, Animation, Fantasy",8.2,28041,2006
tt1235547,"Better Off Ted","Comedy, Sci-Fi",8.2,27687,2009
tt11639414,"The Midnight Gospel","Adventure, Animation, Comedy",8.2,26868,2020
tt8531222,Dave,"Comedy, Music",8.2,26476,2020
tt5912064,"Kim's Convenience",Comedy,8.2,25443,2016
tt1637574,Conan,"Comedy, Music, Talk-Show",8.2,25187,2010
tt0251439,Trigun,"Action, Adventure, Animation",8.2,24892,1998
tt8101850,Undone,"Animation, Drama, Fantasy",8.2,24493,2019
tt4374208,Catastrophe,Comedy,8.2,24352,2015
tt4592410,"The Get Down","Drama, Music, Musical",8.2,23973,2016
tt4925000,"Descendants of the Sun","Action, Comedy, Drama",8.2,23876,2016
tt0379632,Hustle,"Crime, Drama, Mystery",8.2,23797,2004
tt0908454,"Gavin & Stacey","Comedy, Drama, Romance",8.2,23566,2007
tt1844923,"Friday Night Dinner",Comedy,8.2,23315,2011
tt11398870,Caliphate,"Crime, Drama, Thriller",8.2,23021,2020
tt9458304,Dororo,"Action, Adventure, Animation",8.2,22696,2019
tt2581458,Looking,"Comedy, Drama, Romance",8.2,22150,2014
tt6466208,Breathe,"Crime, Drama, Thriller",8.2,22050,2018
tt0105929,"Absolutely Fabulous",Comedy,8.2,22012,1992
tt1693592,Vera,"Crime, Drama, Mystery",8.2,21282,2011
tt11239552,"Itaewon Class","Drama, Romance",8.2,21227,2020
tt0207275,"The 10th Kingdom","Adventure, Comedy, Family",8.2,20753,2000
tt0108906,"The Kingdom","Comedy, Drama, Fantasy",8.2,20704,1994
tt12197698,"Leverage: Redemption","Crime, Mystery, Thriller",8.2,20673,2021
tt5673782,Genius,"Biography, Drama, History",8.2,20411,2017
tt8392006,Apharan,"Crime, Thriller",8.2,20225,2018
tt0106052,"Late Night with Conan O'Brien","Comedy, Music, Talk-Show",8.2,19226,1993
tt6263222,"Strong Girl Bong-soon","Comedy, Crime, Drama",8.2,19204,2017
tt1660055,"Scooby-Doo! Mystery Incorporated","Adventure, Animation, Comedy",8.2,19196,2010
tt4687882,Patriot,"Comedy, Drama, Thriller",8.2,18967,2015
tt1091909,"Murdoch Mysteries","Crime, Drama, Mystery",8.2,18319,2008
tt1988386,"Miss Fisher's Murder Mysteries","Crime, Drama, History",8.2,18180,2012
tt0983983,"Shaun the Sheep","Animation, Comedy, Family",8.2,17660,2007
tt1533435,Miranda,Comedy,8.2,17649,2009
tt3469052,"My Love from Another Star","Comedy, Drama, Fantasy",8.2,17210,2013
tt0387736,"Farscape: The Peacekeeper Wars","Action, Adventure, Drama",8.2,17058,2004
tt15222080,"Blue Lock","Animation, Sport, Thriller",8.2,17004,2022
tt0083505,"The Young Ones",Comedy,8.2,16861,1982
tt0103352,"Are You Afraid of the Dark?","Drama, Fantasy, Horror",8.2,16675,1990
tt7211618,"Gentleman Jack","Biography, Drama, History",8.2,16426,2019
tt0874608,"Inspector Lewis","Crime, Drama, Mystery",8.2,16378,2006
tt27668559,"Queen of Tears","Drama, Family, Romance",8.2,15789,2024
tt2051178,Fate/Zero,"Action, Adventure, Animation",8.2,15376,2011
tt1118804,Clannad,"Animation, Comedy, Drama",8.2,15360,2007
tt5014882,"The Durrells","Biography, Comedy, Drama",8.2,15099,2016
tt0092379,"Inspector Morse","Crime, Drama, Mystery",8.2,14860,1987
tt24053860,"The Day of the Jackal","Crime, Drama, Thriller",8.2,14714,2024
tt6494622,"Made in Heaven","Drama, Romance",8.2,14673,2019
tt9612102,Exit,"Crime, Drama, Thriller",8.2,14638,2019
tt0058805,"Get Smart","Action, Adventure, Comedy",8.2,14219,1965
tt1708446,"Taarak Mehta Ka Ooltah Chashmah","Comedy, Family",8.2,13648,2008
tt15384586,"Fellow Travelers","Drama, Romance",8.2,13538,2023
tt0098830,"In Living Color","Comedy, Music",8.2,13257,1990
tt1334722,Baccano!,"Action, Adventure, Animation",8.2,12960,2007
tt10691770,"Helluva Boss","Action, Animation, Comedy",8.2,12805,2019
tt2348803,"Kuroko's Basketball","Animation, Comedy, Sport",8.2,12478,2012
tt0816397,"Ouran High School Host Club","Animation, Comedy, Romance",8.2,12219,2006
tt1773185,"Puella Magi Madoka Magica","Action, Adventure, Animation",8.2,11969,2011
tt0346369,"Penn & Teller: Bullshit!","Comedy, Documentary",8.2,11962,2003
tt0071042,"The Rockford Files","Crime, Drama, Mystery",8.2,11427,1974
tt0197159,"Home Movies","Animation, Comedy, Drama",8.2,11327,1999
tt15026724,"Our Beloved Summer","Drama, Romance",8.2,11287,2021
tt2432604,"Toast of London",Comedy,8.2,11071,2012
tt0081873,"Hill Street Blues","Crime, Drama, Mystery",8.2,10975,1981
tt6112556,"Yuri!!! On Ice","Animation, Comedy, Drama",8.2,10910,2016
tt1178522,"Little Dorrit","Drama, Mystery, Romance",8.2,10771,2008
tt1138475,"The Guild","Comedy, Short",8.2,10576,2007
tt13024974,D.P.,"Action, Crime, Drama",8.2,10034,2021
tt1520211,"The Walking Dead","Drama, Horror, Thriller",8.1,1115750,2010
tt0898266,"The Big Bang Theory","Comedy, Romance",8.1,891283,2007
tt13443470,Wednesday,"Comedy, Crime, Fantasy",8.1,393140,2022
tt0182576,"Family Guy","Animation, Comedy",8.1,371421,1999
tt0452046,"Criminal Minds","Crime, Drama, Mystery",8.1,226286,2005
tt0165598,"That '70s Show","Comedy, Drama, Romance",8.1,192559,1998
tt1219024,Castle,"Comedy, Crime, Drama",8.1,178148,2009
tt11691774,"Only Murders in the Building","Comedy, Crime, Drama",8.1,176302,2021
tt3205802,"How to Get Away with Murder","Crime, Drama, Mystery",8.1,171040,2014
tt14688458,Silo,"Drama, Mystery, Sci-Fi",8.1,147388,2023
tt7016936,"Killing Eve","Action, Adventure, Drama",8.1,142651,2018
tt0203259,"Law & Order: Special Victims Unit","Crime, Drama, Mystery",8.1,131663,1999
tt2294189,"The Fall","Crime, Drama, Thriller",8.1,123410,2013
tt2188671,"Bates Motel","Drama, Horror, Mystery",8.1,120071,2013
tt4301160,"Black Bird","Biography, Crime, Drama",8.1,116665,2022
tt0092400,"Married... with Children",Comedy,8.1,113310,1987
tt2879552,11.22.63,"Drama, Mystery, Romance",8.1,104962,2016
tt5114356,Legion,"Action, Drama, Sci-Fi",8.1,99337,2017
tt0312172,Monk,"Comedy, Crime, Drama",8.1,95811,2002
tt0758790,"The Tudors","Drama, History, Romance",8.1,83021,2007
tt7772588,"For All Mankind","Drama, Sci-Fi",8.1,75441,2019
tt0374455,"Stargate: Atlantis","Action, Adventure, Drama",8.1,72946,2004
tt0106145,"Star Trek: Deep Space Nine","Action, Adventure, Drama",8.1,72855,1993
tt8690918,"Resident Alien","Comedy, Drama, Mystery",8.1,68157,2021
tt9680440,"Paatal Lok","Crime, Drama, Thriller",8.1,66230,2020
tt5618256,Manhunt,"Biography, Crime, Drama",8.1,64937,2017
tt2930604,"Star Wars: Rebels","Action, Adventure, Animation",8.1,61296,2014
tt0852863,"Phineas and Ferb","Action, Adventure, Animation",8.1,59875,2007
tt4047038,"Dirk Gently's Holistic Detective Agency","Action, Adventure, Comedy",8.1,58874,2016
tt2235759,"The Great","Biography, Comedy, Drama",8.1,57138,2020
tt1610527,Workaholics,Comedy,8.1,57127,2011
tt4687880,Goliath,Drama,8.1,56122,2016
tt22014226,"Taaza Khabar","Action, Comedy, Drama",8.1,54729,2023
tt3281796,Power,"Crime, Drama",8.1,54125,2014
tt16283804,"One Day","Comedy, Drama, Romance",8.1,53676,2024
tt11016042,Ripley,"Crime, Drama, Thriller",8.1,53586,2024
tt2887954,"Tokyo Vice","Crime, Drama, Thriller",8.1,50633,2022
tt8634332,"The Righteous Gemstones","Comedy, Drama",8.1,49453,2019
tt2805096,"Chicago P.D.","Action, Crime, Drama",8.1,47495,2014
tt0105958,"Boy Meets World","Comedy, Drama, Family",8.1,47417,1993
tt0348913,"Dead Like Me","Comedy, Drama, Fantasy",8.1,44537,2003
tt2452242,Happy!,"Action, Comedy, Crime",8.1,43912,2017
tt1615919,"Raising Hope","Comedy, Family",8.1,41513,2010
tt8749198,"Daisy Jones & The Six","Drama, Music, Romance",8.1,40152,2023
tt20723374,"Star Wars: Tales of the Jedi","Action, Adventure, Animation",8.1,38104,2022
tt14524712,Beckham,"Biography, Documentary, Sport",8.1,37873,2023
tt7768848,"Wild Wild Country","Crime, Documentary",8.1,36250,2018
tt2616280,Derek,"Comedy, Drama",8.1,36230,2012
tt1492179,"Strike Back","Action, Drama, Thriller",8.1,34075,2010
tt6877772,"American Vandal","Comedy, Crime, Drama",8.1,33692,2017
tt0830361,"The Lost Room","Action, Fantasy, Mystery",8.1,33636,2006
tt21344706,"The Glory","Drama, Mystery, Thriller",8.1,32992,2022
tt4998350,"The Deuce","Crime, Drama, Mystery",8.1,32876,2017
tt0914387,Damages,"Crime, Drama, Mystery",8.1,32039,2007
tt0147746,"Batman Beyond","Action, Adventure, Animation",8.1,31351,1999
tt9679542,"Dr. Stone","Action, Adventure, Animation",8.1,31276,2019
tt11639952,"Young Rock","Biography, Comedy",8.1,30524,2021
tt12682218,"Scenes from a Marriage",Drama,8.1,30509,2021
tt8332438,ZeroZeroZero,"Crime, Drama, Thriller",8.1,30388,2019
tt12920838,"The Frog","Crime, Drama, Mystery",8.1,30365,2020
tt0318997,"Angels in America","Drama, Fantasy, Romance",8.1,30337,2003
tt3228420,"You're the Worst","Comedy, Drama, Romance",8.1,28808,2014
tt14819828,"Business Proposal","Comedy, Drama, Romance",8.1,28530,2022
tt5607616,"Re: Zero - Starting Life in Another World","Adventure, Animation, Drama",8.1,28365,2016
tt0118298,Daria,"Animation, Comedy, Drama",8.1,27874,1997
tt3910804,"War & Peace","Drama, History, Romance",8.1,27484,2016
tt4524056,"Vis a vis","Drama, Thriller",8.1,27005,2015
tt11204260,"I May Destroy You",Drama,8.1,26834,2020
tt3502172,"Mozart in the Jungle","Comedy, Drama, Music",8.1,26248,2014
tt16867040,"Cunk on Earth",Comedy,8.1,25812,2022
tt0425118,"I Know This Much Is True",Drama,8.1,24525,2020
tt5768632,"Love Doesn't Understand Words","Comedy, Romance",8.1,24304,2016
tt2543328,"TURN: Washington's Spies","Drama, History, War",8.1,23944,2014
tt0460690,"The Unit","Action, Drama, Thriller",8.1,23548,2006
tt0883772,"Man vs. Wild","Adventure, Reality-TV",8.1,23452,2006
tt2379308,Psycho-Pass,"Action, Animation, Crime",8.1,23430,2012
tt5024912,Insecure,"Comedy, Drama, Romance",8.1,23130,2016
tt10405370,"Rogue Heroes","Action, Drama, Thriller",8.1,23068,2022
tt2183641,"Ripper Street","Crime, Drama, Mystery",8.1,22965,2012
tt0421384,"The Valley of the Wolves","Action, Crime, Drama",8.1,22507,2003
